timestamp,time_step,scenario,source_node,destination_node,router_id,hop_count,path_length,bandwidth_mbps,traffic_interval_sec,active_users,traffic_load_mbps,utilization_percent,queue_occupancy_percent,latency_ms,jitter_ms,throughput_mbps,packet_loss_percent,tx_packets,rx_packets,lost_packets,retransmissions,flow_duration_sec,event_type,peak_hour,failure_event,sla_violation
2026-01-01 09:51:00,52,low,client_2,server_1,router_1,2,client-router-server,11.28,2.25,5,34.07,16.62,17.15,22.45,6.1,11.28,0.01,1994,1993,1,0,58.52,normal,0,0,0
2026-01-01 09:52:00,53,low,client_1,server_1,router_1,2,client-router-server,10.26,2.08,16,31.88,10.48,12.52,23.39,4.51,10.26,0.01,3390,3389,1,1,27.85,normal,0,0,0
2026-01-01 09:53:00,54,low,client_2,server_1,router_1,2,client-router-server,8.45,1.8,8,54.26,34.66,35.44,34.26,3.79,8.45,0.01,5159,5158,1,1,50.13,normal,0,0,0
2026-01-01 09:54:00,55,low,client_2,server_1,router_1,2,client-router-server,9.95,1.73,18,64.02,23.13,20.29,28.9,6.08,9.95,0.01,2545,2544,1,0,36.45,normal,0,0,0
2026-01-01 09:55:00,56,low,client_2,server_1,router_1,2,client-router-server,12.07,2.62,5,43.86,16.44,19.59,29.61,6.04,12.07,0.01,5834,5833,1,1,52.83,normal,0,0,0
2026-01-01 09:56:00,57,low,client_2,server_1,router_1,2,client-router-server,11.11,2.6,6,59.45,24.83,23.8,27.37,6.23,11.11,0.01,1657,1656,1,1,51.88,normal,0,0,0
2026-01-01 09:57:00,58,low,client_2,server_1,router_1,2,client-router-server,9.94,2.37,10,67.01,34.81,32.45,36.13,7.09,9.94,0.01,1806,1805,1,0,29.4,normal,0,0,0
2026-01-01 09:58:00,59,low,client_1,server_1,router_1,2,client-router-server,9.29,2.22,5,44.33,22.54,15.12,28.54,6.47,9.29,0.01,4133,4132,1,0,32.37,normal,0,0,0
2026-01-01 09:59:00,60,low,client_1,server_1,router_1,2,client-router-server,10.83,2.04,12,67.84,41.32,34.12,41.67,5.84,10.83,0.01,3450,3449,1,1,42.97,normal,0,0,0
2026-01-01 10:00:00,61,low,client_2,server_1,router_1,2,client-router-server,8.03,2.44,8,94.95,53.51,40.2,50.53,7.04,8.03,0.37,1066,1063,3,0,55.08,normal,0,0,0
2026-01-01 10:01:00,62,low,client_2,server_1,router_1,2,client-router-server,9.26,1.45,17,79.91,47.86,44.73,60.8,8.9,9.26,0.01,1322,1321,1,1,48.37,normal,0,0,0
2026-01-01 10:02:00,63,low,client_2,server_1,router_1,2,client-router-server,9.13,2.72,16,29.86,15.25,9.77,26.45,7.77,9.13,0.01,2347,2346,1,1,55.27,normal,0,0,0
2026-01-01 10:03:00,64,low,client_2,server_1,router_1,2,client-router-server,9.84,1.95,16,85.28,28.61,29.41,31.84,7.46,9.84,0.01,5565,5564,1,1,9.97,normal,0,0,0
2026-01-01 10:04:00,65,low,client_2,server_1,router_1,2,client-router-server,11.25,1.71,13,29.27,10.53,8.07,20.53,4.24,11.25,0.01,5599,5598,1,1,55.34,normal,0,0,0
2026-01-01 10:05:00,66,low,client_1,server_1,router_1,2,client-router-server,9.01,2.34,15,81.79,42.06,25.15,59.71,5.21,9.01,0.01,2111,2110,1,1,29.95,normal,0,0,0
2026-01-01 10:06:00,67,low,client_3,server_1,router_1,2,client-router-server,11.21,2.73,16,90.95,29.35,23.2,28.41,5.73,11.21,0.01,4035,4034,1,0,29.39,normal,0,0,0
2026-01-01 10:07:00,68,low,client_2,server_1,router_1,2,client-router-server,12.01,1.87,6,93.57,43.47,23.58,40.5,11.12,12.01,0.01,2737,2736,1,0,7.78,normal,0,0,0
2026-01-01 10:08:00,69,low,client_1,server_1,router_1,2,client-router-server,11.33,2.52,17,62.34,21.07,13.72,34.0,3.91,11.33,0.01,2185,2184,1,0,34.71,normal,0,0,0
2026-01-01 10:09:00,70,low,client_1,server_1,router_1,2,client-router-server,9.29,1.91,15,84.98,56.29,51.35,43.41,4.41,9.29,0.43,1520,1514,6,3,29.66,normal,0,0,0
2026-01-01 10:10:00,71,low,client_3,server_1,router_1,2,client-router-server,10.58,2.09,6,53.9,30.1,34.2,42.76,4.88,10.58,0.01,4290,4289,1,1,42.74,normal,0,0,0
2026-01-01 10:11:00,72,low,client_2,server_1,router_1,2,client-router-server,8.24,2.38,6,87.45,37.2,34.86,47.09,7.58,8.24,0.01,5141,5140,1,1,10.45,normal,0,0,0
2026-01-01 10:12:00,73,low,client_3,server_1,router_1,2,client-router-server,11.83,1.61,15,85.83,34.25,38.42,41.31,8.3,11.83,0.01,3560,3559,1,1,25.59,normal,0,0,0
2026-01-01 10:13:00,74,low,client_2,server_1,router_1,2,client-router-server,9.66,2.72,6,26.84,16.61,12.64,20.68,2.71,9.66,0.01,4365,4364,1,1,53.05,normal,0,0,0
2026-01-01 10:14:00,75,low,client_2,server_1,router_1,2,client-router-server,8.94,1.79,18,88.69,42.16,24.14,46.67,4.15,8.94,0.01,5556,5555,1,1,11.32,normal,0,0,0
2026-01-01 10:15:00,76,low,client_1,server_1,router_1,2,client-router-server,11.34,1.89,17,52.18,25.25,24.56,34.85,6.76,11.34,0.01,3238,3237,1,1,55.68,normal,0,0,0
2026-01-01 10:16:00,77,low,client_1,server_1,router_1,2,client-router-server,7.85,2.19,18,30.74,23.35,27.56,26.35,5.71,7.85,0.01,3552,3551,1,1,47.73,normal,0,0,0
2026-01-01 10:17:00,78,low,client_1,server_1,router_1,2,client-router-server,7.75,2.35,5,31.67,13.59,11.01,21.67,5.86,7.75,0.01,3827,3826,1,1,11.1,normal,0,0,0
2026-01-01 10:18:00,79,low,client_3,server_1,router_1,2,client-router-server,8.6,2.0,12,59.52,48.02,25.85,41.25,10.79,8.6,0.01,1982,1981,1,0,32.36,normal,0,0,0
2026-01-01 10:19:00,80,low,client_1,server_1,router_1,2,client-router-server,10.29,2.39,11,59.94,33.04,24.71,37.34,7.72,10.29,0.01,3564,3563,1,1,36.54,normal,0,0,0
2026-01-01 10:20:00,81,low,client_2,server_1,router_1,2,client-router-server,9.12,1.95,9,28.64,19.49,18.18,32.78,7.93,9.12,0.01,5824,5823,1,1,33.82,normal,0,0,0
2026-01-01 10:21:00,82,low,client_2,server_1,router_1,2,client-router-server,8.34,1.76,16,45.46,27.48,15.93,33.99,8.47,8.34,0.01,2209,2208,1,0,10.65,normal,0,0,0
2026-01-01 10:22:00,83,low,client_1,server_1,router_1,2,client-router-server,7.88,1.5,14,31.47,27.18,25.54,34.81,6.43,7.88,0.01,3647,3646,1,1,13.3,normal,0,0,0
2026-01-01 10:23:00,84,low,client_2,server_1,router_1,2,client-router-server,7.78,2.18,15,42.71,27.61,19.8,33.74,3.33,7.78,0.01,1739,1738,1,1,30.45,normal,0,0,0
2026-01-01 10:24:00,85,low,client_3,server_1,router_1,2,client-router-server,10.76,2.39,5,53.73,21.4,17.82,24.38,1.99,10.76,0.01,1690,1689,1,0,7.15,normal,0,0,0
2026-01-01 10:25:00,86,low,client_2,server_1,router_1,2,client-router-server,9.36,2.41,13,59.21,26.14,20.55,30.76,6.95,9.36,0.01,1774,1773,1,1,20.63,normal,0,0,0
2026-01-01 10:26:00,87,low,client_3,server_1,router_1,2,client-router-server,10.41,1.86,14,85.5,29.29,21.82,45.92,7.16,10.41,0.01,3536,3535,1,1,40.39,normal,0,0,0
2026-01-01 10:27:00,88,low,client_1,server_1,router_1,2,client-router-server,12.49,2.8,15,72.71,38.71,21.89,48.03,5.38,12.49,0.01,3799,3798,1,1,15.56,normal,0,0,0
2026-01-01 10:28:00,89,low,client_1,server_1,router_1,2,client-router-server,10.04,2.37,6,42.18,21.67,22.04,31.06,7.21,10.04,0.01,2263,2262,1,0,14.95,normal,0,0,0
2026-01-01 10:29:00,90,low,client_3,server_1,router_1,2,client-router-server,7.72,2.5,17,87.7,50.63,50.82,74.78,8.57,7.72,0.06,2959,2958,1,1,58.11,normal,0,0,0
2026-01-01 10:30:00,91,low,client_1,server_1,router_1,2,client-router-server,9.7,2.62,10,70.87,44.41,46.39,52.68,5.25,9.7,0.01,3048,3047,1,0,40.26,normal,0,0,0
2026-01-01 10:31:00,92,low,client_3,server_1,router_1,2,client-router-server,8.12,1.98,6,73.36,30.13,18.45,35.22,6.7,8.12,0.01,4695,4694,1,1,56.18,normal,0,0,0
2026-01-01 10:32:00,93,low,client_2,server_1,router_1,2,client-router-server,7.91,2.06,13,48.05,23.68,17.12,24.54,6.95,7.91,0.01,4870,4869,1,0,46.74,normal,0,0,0
2026-01-01 10:33:00,94,low,client_3,server_1,router_1,2,client-router-server,8.58,2.27,5,87.94,36.88,42.71,49.01,6.42,8.58,0.01,2953,2952,1,1,40.14,normal,0,0,0
2026-01-01 10:34:00,95,low,client_1,server_1,router_1,2,client-router-server,10.18,1.9,6,82.75,44.93,40.55,58.68,3.94,10.18,0.01,2534,2533,1,0,33.79,normal,0,0,0
2026-01-01 10:35:00,96,low,client_3,server_1,router_1,2,client-router-server,10.27,2.28,13,58.05,25.79,21.38,36.07,8.78,10.27,0.01,3824,3823,1,0,45.31,normal,0,0,0
2026-01-01 10:36:00,97,low,client_3,server_1,router_1,2,client-router-server,9.26,2.72,16,76.75,36.09,34.28,52.27,8.64,9.26,0.01,2104,2103,1,0,44.38,normal,0,0,0
2026-01-01 10:37:00,98,low,client_1,server_1,router_1,2,client-router-server,11.93,1.47,9,35.12,12.55,9.0,20.32,7.32,11.93,0.01,3343,3342,1,1,52.42,normal,0,0,0
2026-01-01 10:38:00,99,low,client_3,server_1,router_1,2,client-router-server,9.68,2.42,10,40.49,19.24,15.54,33.69,3.97,9.68,0.01,5253,5252,1,1,49.06,normal,0,0,0
2026-01-01 10:39:00,100,low,client_1,server_1,router_1,2,client-router-server,10.23,2.62,11,65.18,27.3,15.18,36.59,4.68,10.23,0.01,3879,3878,1,1,7.33,normal,0,0,0
2026-01-01 10:40:00,101,low,client_2,server_1,router_1,2,client-router-server,12.4,1.49,14,94.86,51.96,28.71,59.71,7.08,12.4,0.18,2169,2166,3,3,6.91,normal,0,0,0
2026-01-01 10:41:00,102,low,client_3,server_1,router_1,2,client-router-server,7.66,1.56,10,47.16,22.25,18.13,28.3,4.66,7.66,0.01,3575,3574,1,1,18.73,normal,0,0,0
2026-01-01 10:42:00,103,low,client_3,server_1,router_1,2,client-router-server,10.31,2.03,7,57.43,22.54,15.38,29.13,8.81,10.31,0.01,2004,2003,1,0,51.91,normal,0,0,0
2026-01-01 10:43:00,104,low,client_3,server_1,router_1,2,client-router-server,12.34,1.57,12,94.79,53.36,51.63,68.17,6.85,12.34,0.19,2426,2422,4,2,32.98,normal,0,0,0
2026-01-01 10:44:00,105,low,client_1,server_1,router_1,2,client-router-server,7.63,2.55,17,30.42,20.8,15.77,33.18,6.04,7.63,0.01,4921,4920,1,1,47.3,normal,0,0,0
2026-01-01 10:45:00,106,low,client_1,server_1,router_1,2,client-router-server,9.75,1.48,7,92.93,54.52,40.41,73.4,9.65,9.75,0.21,4544,4535,9,8,55.09,normal,0,0,0
2026-01-01 10:46:00,107,low,client_1,server_1,router_1,2,client-router-server,9.11,1.82,13,31.48,20.17,14.97,34.35,8.69,9.11,0.01,5512,5511,1,1,11.88,normal,0,0,0
2026-01-01 10:47:00,108,low,client_3,server_1,router_1,2,client-router-server,12.21,2.3,6,57.69,17.09,16.43,28.74,6.44,12.21,0.01,1232,1231,1,0,7.5,normal,0,0,0
2026-01-01 10:48:00,109,low,client_3,server_1,router_1,2,client-router-server,9.58,2.36,9,68.83,39.92,33.88,50.27,6.12,9.58,0.01,4326,4325,1,1,29.94,normal,0,0,0
2026-01-01 10:49:00,110,low,client_1,server_1,router_1,2,client-router-server,9.2,2.05,12,51.17,19.88,21.93,26.78,8.73,9.2,0.01,5218,5217,1,0,22.55,normal,0,0,0
2026-01-01 10:50:00,111,low,client_2,server_1,router_1,2,client-router-server,8.95,2.1,12,38.59,19.56,18.21,24.87,7.64,8.95,0.01,3561,3560,1,0,46.97,normal,0,0,0
2026-01-01 10:51:00,112,low,client_3,server_1,router_1,2,client-router-server,7.62,2.59,12,57.41,51.09,43.62,73.73,4.61,7.62,0.04,4855,4854,1,1,34.52,normal,0,0,0
2026-01-01 10:52:00,113,low,client_2,server_1,router_1,2,client-router-server,11.32,2.27,7,86.18,33.98,26.52,42.46,4.17,11.32,0.01,5504,5503,1,1,50.39,normal,0,0,0
2026-01-01 10:53:00,114,low,client_3,server_1,router_1,2,client-router-server,9.37,2.53,6,29.65,21.98,19.57,28.33,3.24,9.37,0.01,1318,1317,1,0,44.25,normal,0,0,0
2026-01-01 10:54:00,115,low,client_3,server_1,router_1,2,client-router-server,8.2,1.82,12,31.17,25.57,18.49,30.96,7.12,8.2,0.01,5175,5174,1,1,43.98,normal,0,0,0
2026-01-01 10:55:00,116,low,client_1,server_1,router_1,2,client-router-server,9.58,2.22,10,44.84,19.8,22.36,34.48,6.51,9.58,0.01,5738,5737,1,0,44.68,normal,0,0,0
2026-01-01 10:56:00,117,low,client_1,server_1,router_1,2,client-router-server,11.71,1.97,13,67.18,20.6,20.12,22.72,8.19,11.71,0.01,2240,2239,1,1,42.98,normal,0,0,0
2026-01-01 10:57:00,118,low,client_3,server_1,router_1,2,client-router-server,7.81,2.35,12,85.46,38.87,25.08,39.41,7.64,7.81,0.01,5367,5366,1,1,35.05,normal,0,0,0
2026-01-01 10:58:00,119,low,client_3,server_1,router_1,2,client-router-server,10.55,1.89,15,68.25,24.38,16.4,32.56,4.48,10.55,0.01,2698,2697,1,1,22.44,normal,0,0,0
2026-01-01 10:59:00,120,low,client_3,server_1,router_1,2,client-router-server,10.22,2.32,9,41.58,26.78,20.79,31.34,7.18,10.22,0.01,1647,1646,1,1,55.82,normal,0,0,0
2026-01-01 11:00:00,121,low,client_3,server_1,router_1,2,client-router-server,8.86,1.98,12,36.05,21.35,14.73,23.12,6.92,8.86,0.01,2848,2847,1,0,7.89,normal,0,0,0
2026-01-01 11:01:00,122,low,client_3,server_1,router_1,2,client-router-server,7.53,1.48,12,27.54,19.02,21.88,27.4,8.93,7.53,0.01,3353,3352,1,1,20.7,normal,0,0,0
2026-01-01 11:02:00,123,low,client_1,server_1,router_1,2,client-router-server,11.12,2.45,15,63.06,38.26,43.59,38.71,8.34,11.12,0.01,4252,4251,1,1,15.25,normal,0,0,0
2026-01-01 11:03:00,124,low,client_2,server_1,router_1,2,client-router-server,8.04,1.56,5,20.7,17.85,12.48,31.99,5.69,8.04,0.01,4834,4833,1,1,15.6,normal,0,0,0
2026-01-01 11:04:00,125,low,client_1,server_1,router_1,2,client-router-server,8.43,2.34,16,54.42,38.39,40.45,48.7,7.47,8.43,0.01,4503,4502,1,1,9.77,normal,0,0,0
2026-01-01 11:05:00,126,low,client_1,server_1,router_1,2,client-router-server,7.53,1.57,7,55.81,33.61,27.32,35.19,5.15,7.53,0.01,3945,3944,1,0,8.42,normal,0,0,0
2026-01-01 11:06:00,127,low,client_2,server_1,router_1,2,client-router-server,11.98,2.45,7,50.41,24.47,17.56,25.31,8.34,11.98,0.01,2094,2093,1,1,13.43,normal,0,0,0
2026-01-01 11:07:00,128,low,client_3,server_1,router_1,2,client-router-server,9.85,2.19,10,51.19,26.76,25.82,29.96,4.48,9.85,0.01,4659,4658,1,1,9.3,normal,0,0,0
2026-01-01 11:08:00,129,low,client_1,server_1,router_1,2,client-router-server,10.36,2.03,18,61.07,21.22,15.48,29.31,2.5,10.36,0.01,5180,5179,1,1,49.48,normal,0,0,0
2026-01-01 11:09:00,130,low,client_3,server_1,router_1,2,client-router-server,9.81,1.48,11,54.26,34.45,34.67,40.26,8.95,9.81,0.01,3822,3821,1,0,34.76,normal,0,0,0
2026-01-01 11:10:00,131,low,client_1,server_1,router_1,2,client-router-server,11.34,2.75,12,22.38,11.97,14.18,23.04,4.9,11.34,0.01,4092,4091,1,1,9.41,normal,0,0,0
2026-01-01 11:11:00,132,low,client_3,server_1,router_1,2,client-router-server,8.39,2.55,7,69.02,42.36,36.86,55.9,3.41,8.39,0.01,5460,5459,1,1,34.26,normal,0,0,0
2026-01-01 11:12:00,133,low,client_1,server_1,router_1,2,client-router-server,12.19,1.45,12,45.96,22.25,12.88,34.08,5.4,12.19,0.01,2688,2687,1,0,10.55,normal,0,0,0
2026-01-01 11:13:00,134,low,client_3,server_1,router_1,2,client-router-server,11.2,2.48,15,72.75,29.94,19.88,30.51,7.75,11.2,0.01,5719,5718,1,1,36.76,normal,0,0,0
2026-01-01 11:14:00,135,low,client_2,server_1,router_1,2,client-router-server,10.8,1.88,8,42.63,15.33,10.89,18.96,8.76,10.8,0.01,4499,4498,1,1,7.58,normal,0,0,0
2026-01-01 11:15:00,136,low,client_3,server_1,router_1,2,client-router-server,10.98,2.19,15,48.59,20.5,14.55,23.75,5.47,10.98,0.01,2182,2181,1,1,55.31,normal,0,0,0
2026-01-01 11:16:00,137,low,client_2,server_1,router_1,2,client-router-server,8.77,1.66,13,59.75,29.44,16.35,34.32,5.13,8.77,0.01,4089,4088,1,0,53.05,normal,0,0,0
2026-01-01 11:17:00,138,low,client_3,server_1,router_1,2,client-router-server,8.54,2.39,16,70.36,54.61,38.89,74.37,4.2,8.54,0.45,4923,4901,22,7,43.26,normal,0,0,0
2026-01-01 11:18:00,139,low,client_2,server_1,router_1,2,client-router-server,9.4,1.92,8,61.41,33.54,25.2,34.6,6.26,9.4,0.01,4846,4845,1,1,55.29,normal,0,0,0
